customer_id,test_group,send_email
0002177643,A_send_all,1
0002661555,A_send_all,1
0002042075,A_send_all,1
0002215510,A_send_all,1
0003178451,A_send_all,1
0003300167,A_send_all,1
0002923486,A_send_all,1
0002097003,A_send_all,1
0002353841,A_send_all,1
0002242838,A_send_all,1
0003003030,A_send_all,1
0002064178,A_send_all,1
0002706178,A_send_all,1
0002759823,A_send_all,1
0002980959,A_send_all,1
0002721776,A_send_all,1
0002507051,A_send_all,1
0002628765,A_send_all,1
0002364119,A_send_all,1
0003412465,A_send_all,1
0002046929,A_send_all,1
0003058075,A_send_all,1
0002702663,A_send_all,1
0002257003,A_send_all,1
0002548594,A_send_all,1
0002703728,A_send_all,1
0002859310,A_send_all,1
0002118902,A_send_all,1
0002716123,A_send_all,1
0003250352,A_send_all,1
